股票代号,股票名,最高,今开,涨停,成交量,最低,昨收,跌停,成交额,量比,换手,市盈率(动),市盈率(TTM),委比,振幅,市盈率(静),市净率,每股收益,股息(TTM),总股本,总市值,每股净资产,股息率(TTM),流通股,流通值,52周最高,52周最低,货币单位
SZ002767,先锋电子,13.83,13.59,14.98,18579手,13.50,13.62,12.26,2540.09万,0.87,1.50%,亏损,98.71,-37.53%,2.42%,75.28,2.82,0.14,0.03,1.50亿,20.72亿,4.89,0.25%,1.24亿,17.14亿,18.97,11.02,CNY
SH603088,宁波精达,11.55,11.55,12.66,46537手,10.93,11.51,10.36,5206.16万,0.79,2.97%,23.98,25.17,-49.95%,5.39%,27.36,3.03,0.43,0.38,1.57亿,17.17亿,3.61,3.47%,1.57亿,17.17亿,12.37,7.91,CNY
SH603139,康惠制药,17.68,17.32,19.05,10585手,17.18,17.32,15.59,1839.77万,1.54,1.06%,61.58,43.58,28.47%,2.89%,40.20,1.75,0.39,0.09,9988.00万,17.19亿,9.86,0.50%,9988.00万,17.19亿,18.96,15.63,CNY
SZ300329,海伦钢琴,7.00,6.94,7.71,26405手,6.83,7.01,6.31,1820.97万,1.45,1.05%,201.04,42.12,-26.01%,2.43%,33.29,1.78,0.16,0.03,2.54亿,17.32亿,3.83,0.41%,2.52亿,17.19亿,9.84,6.64,CNY
SZ002278,神开股份,5.13,5.10,5.62,33154手,4.98,5.11,4.60,1668.75万,1.51,0.96%,亏损,55.01,34.98%,2.94%,41.79,1.61,0.09,0.05,3.64亿,18.20亿,3.10,1.00%,3.44亿,17.20亿,8.23,4.95,CNY
SZ002861,瀛通通讯,25.34,24.95,27.52,10467手,24.30,25.02,22.52,2604.14万,0.58,1.51%,184.24,44.00,48.44%,4.16%,42.84,2.89,0.57,0.20,1.23亿,30.52亿,8.60,0.80%,6921.78万,17.21亿,43.64,19.01,CNY
SH603041,美思德,12.72,12.68,14.00,15004手,12.25,12.73,11.46,1859.89万,0.78,1.07%,20.75,22.58,9.69%,3.69%,24.06,2.12,0.54,0.16,1.41亿,17.33亿,5.80,1.28%,1.40亿,17.22亿,14.83,10.34,CNY
SH603926,铁流股份,11.10,11.00,12.12,7875手,10.85,11.02,9.92,860.35万,0.73,0.50%,19.77,15.02,17.73%,2.27%,14.39,1.51,0.72,0.30,1.60亿,17.43亿,7.21,2.76%,1.59亿,17.24亿,13.68,9.80,CNY
SZ000809,铁岭新城,2.14,2.08,2.29,41537手,2.06,2.08,1.87,870.18万,0.93,0.50%,亏损,亏损,-27.28%,3.85%,亏损,0.56,-0.10,0.00,8.25亿,17.24亿,3.74,0.00%,8.25亿,17.24亿,2.85,1.90,CNY
SZ300499,高澜股份,14.38,14.19,15.68,16058手,13.91,14.25,12.83,2265.75万,0.66,1.30%,258.12,47.32,26.92%,3.30%,48.41,3.46,0.30,0.08,1.86亿,25.99亿,4.05,0.57%,1.23亿,17.27亿,24.19,9.40,CNY
SZ002255,*ST海陆,2.72,2.66,2.80,90509手,2.64,2.67,2.54,2424.11万,0.53,1.40%,16.06,亏损,-14.68%,3.00%,亏损,1.17,-2.23,0.00,8.42亿,22.49亿,2.29,0.00%,6.47亿,17.28亿,6.40,2.44,CNY
SH603679,华体科技,43.48,43.03,47.55,9940手,41.85,43.23,38.91,4237.27万,0.97,2.43%,36.28,43.00,24.51%,3.77%,45.85,6.05,0.98,0.13,1.02亿,43.15亿,6.99,0.31%,4087.27万,17.28亿,55.00,34.65,CNY
SZ300008,天海防务,2.87,2.81,3.09,22.95万手,2.78,2.81,2.53,6477.78万,0.53,3.81%,54.12,亏损,-32.55%,3.20%,亏损,6.52,-0.36,0.00,9.60亿,27.55亿,0.44,0.00%,6.02亿,17.29亿,4.30,2.34,CNY
SZ300268,佳沃股份,13.25,13.25,14.41,6145手,12.83,13.10,11.79,798.20万,0.76,0.46%,亏损,亏损,-1.24%,3.21%,亏损,25.86,-1.24,0.00,1.34亿,17.33亿,0.50,0.00%,1.34亿,17.30亿,17.44,11.37,CNY
SZ000593,大通燃气,5.00,4.90,5.48,80914手,4.74,4.98,4.48,3931.69万,0.63,2.26%,亏损,70.09,7.30%,5.22%,41.94,1.83,0.07,0.00,3.59亿,17.32亿,2.64,0.00%,3.58亿,17.31亿,7.69,4.55,CNY
SZ300109,新开源,15.12,14.81,16.37,26333手,14.73,14.88,13.39,3930.58万,0.80,2.28%,100.90,45.80,-2.40%,2.62%,39.46,1.58,0.33,0.02,3.23亿,48.46亿,9.48,0.13%,1.15亿,17.32亿,22.33,13.30,CNY
SZ300632,光莆股份,14.02,13.91,15.27,27236手,13.35,13.88,12.49,3709.35万,0.74,2.10%,35.28,18.68,-33.40%,4.83%,18.33,3.87,0.71,0.19,2.38亿,31.76亿,3.45,1.44%,1.30亿,17.32亿,23.53,10.41,CNY
SH603955,大千生态,15.68,15.57,17.19,6523手,15.24,15.63,14.07,1003.20万,1.08,0.58%,108.25,18.60,38.99%,2.82%,18.43,1.42,0.82,0.00,1.13亿,17.35亿,10.80,0.00%,1.13亿,17.35亿,19.19,13.60,CNY
SZ300340,科恒股份,10.46,10.40,11.44,87870手,9.87,10.40,9.36,8910.82万,1.18,5.11%,65.86,131.57,-40.78%,5.67%,70.41,1.48,0.08,0.05,2.12亿,21.43亿,6.84,0.49%,1.72亿,17.36亿,19.62,9.30,CNY
SH600847,万里股份,11.58,10.77,11.79,24321手,10.66,10.72,9.65,2697.44万,1.83,1.59%,亏损,235.01,-78.29%,8.58%,194.99,2.52,0.05,0.00,1.53亿,17.37亿,4.49,0.00%,1.53亿,17.37亿,13.14,9.10,CNY
SZ300402,宝色股份,8.62,8.28,9.15,49728手,8.21,8.32,7.49,4194.79万,2.45,2.46%,267.68,54.25,-58.87%,4.93%,50.34,2.68,0.16,0.03,2.02亿,17.37亿,3.21,0.36%,2.02亿,17.37亿,11.80,7.24,CNY
SH603822,嘉澳环保,24.34,23.96,26.38,4310手,23.72,23.98,21.58,1030.79万,1.79,0.59%,67.27,27.88,-69.55%,2.59%,28.46,2.34,0.85,0.26,7335.65万,17.40亿,10.14,1.07%,7335.65万,17.40亿,28.86,21.56,CNY
SZ002193,如意集团,6.72,6.62,7.30,34922手,6.58,6.64,5.98,2324.50万,0.42,1.34%,55.93,38.12,8.14%,2.11%,36.29,0.66,0.18,0.05,2.62亿,17.48亿,10.17,0.75%,2.61亿,17.43亿,10.43,6.09,CNY
SZ300647,超频三,8.39,7.95,8.71,87893手,7.89,7.92,7.13,7160.45万,1.28,4.07%,434.34,372.73,-14.86%,6.31%,247.62,4.67,0.02,0.01,3.57亿,28.80亿,1.73,0.08%,2.16亿,17.43亿,11.78,6.91,CNY
SZ300546,雄帝科技,21.85,21.60,23.91,14728手,20.73,21.74,19.57,3112.43万,1.47,1.76%,亏损,28.92,6.72%,5.15%,23.43,3.39,0.72,0.12,1.37亿,28.52亿,6.16,0.58%,8358.15万,17.45亿,36.49,20.73,CNY
SZ300022,吉峰科技,5.24,5.07,5.60,34.31万手,4.89,5.09,4.58,1.74亿,0.45,10.01%,亏损,亏损,10.12%,6.88%,亏损,26.84,-0.31,0.00,3.80亿,19.39亿,0.19,0.00%,3.43亿,17.48亿,6.43,3.15,CNY
SH601558,退市锐电,0.29,0.29,0.35,56577手,0.29,0.32,0.29,164.07万,3.63,0.09%,亏损,45.51,-100.00%,0.00%,54.19,1.16,0.01,0.00,60.31亿,17.49亿,0.25,0.00%,60.31亿,17.49亿,1.37,0.29,CNY
SZ300651,金陵体育,25.70,25.50,28.33,9606手,24.92,25.75,23.18,2424.78万,0.80,1.40%,300.35,76.29,77.78%,3.03%,77.22,4.88,0.33,0.10,1.29亿,32.82亿,5.22,0.39%,6864.30万,17.50亿,54.00,22.31,CNY
SH600255,*ST梦舟,0.99,0.98,1.03,17.95万手,0.96,0.98,0.93,1754.35万,0.75,1.01%,亏损,亏损,-38.97%,3.06%,亏损,1.77,-0.64,0.00,17.70亿,17.52亿,0.56,0.00%,17.70亿,17.52亿,2.05,0.84,CNY
SH603079,圣达生物,38.82,38.82,42.50,22864手,36.88,38.64,34.78,8616.25万,1.13,4.89%,18.35,48.07,52.38%,5.02%,97.45,3.87,0.78,0.12,1.22亿,45.83亿,9.69,0.32%,4678.94万,17.54亿,61.47,25.41,CNY
SH601512,中新集团,11.95,11.90,13.27,95107手,11.66,12.06,10.85,1.12亿,0.98,6.35%,6.09,14.66,63.84%,2.40%,16.20,1.62,0.80,0.22,14.99亿,175.52亿,7.22,1.88%,1.50亿,17.55亿,16.84,10.11,CNY
SH605001,威奥股份,23.24,19.37,23.24,3986手,19.37,16.14,10.33,924.78万,--,0.53%,168.81,29.89,100.00%,23.98%,29.80,2.58,0.78,--,3.02亿,70.24亿,8.99,--,7556.00万,17.56亿,23.24,19.37,CNY
SH603755,日辰股份,73.00,71.90,77.25,9740手,68.63,70.23,63.21,6904.58万,0.74,3.95%,119.11,82.25,55.06%,6.22%,82.36,11.77,0.87,0.55,9861.37万,70.23亿,6.05,0.77%,2466.00万,17.56亿,77.60,22.61,CNY
SH603200,上海洗霸,55.79,55.79,60.50,35742手,49.99,55.00,49.50,1.87亿,1.39,10.26%,51.66,110.12,-88.14%,10.55%,125.66,6.40,0.46,0.00,1.01亿,51.09亿,7.88,0.00%,3482.97万,17.56亿,81.58,17.69,CNY
SZ300600,瑞特股份,8.61,8.61,9.44,27027手,8.44,8.58,7.72,2297.95万,0.85,1.31%,81.33,32.19,-17.02%,1.98%,30.03,2.28,0.27,0.06,3.03亿,25.87亿,3.74,0.70%,2.06亿,17.57亿,13.36,7.62,CNY
SZ002501,*ST利源,1.57,1.57,1.64,47398手,1.53,1.56,1.48,733.18万,0.71,0.42%,亏损,亏损,49.75%,2.56%,亏损,-0.33,-7.63,0.00,12.15亿,18.83亿,-4.64,0.00%,11.35亿,17.59亿,2.26,1.03,CNY
SH603778,乾景园林,3.55,3.43,3.77,70086手,3.37,3.43,3.09,2435.85万,2.19,1.40%,亏损,亏损,-60.75%,5.25%,104.92,1.79,0.00,0.01,5.00亿,17.60亿,1.97,0.20%,5.00亿,17.60亿,5.95,3.14,CNY
SH603619,中曼石油,12.49,12.38,13.88,44762手,12.13,12.62,11.36,5513.69万,0.82,3.12%,182.41,亏损,50.70%,2.85%,305.55,2.08,-0.01,0.02,4.00亿,49.16亿,5.91,0.19%,1.43亿,17.61亿,23.47,11.87,CNY
SH600793,宜宾纸业,14.05,13.82,15.30,7942手,13.80,13.91,12.52,1106.10万,0.61,0.63%,亏损,亏损,-31.07%,1.80%,142.59,2.65,-0.48,0.00,1.26亿,17.61亿,5.27,0.00%,1.26亿,17.61亿,20.39,12.25,CNY
SZ002658,雪迪龙,5.87,5.86,6.44,11927手,5.73,5.85,5.27,692.19万,0.84,0.39%,亏损,32.84,-5.09%,2.39%,24.91,1.75,0.18,0.11,6.05亿,35.02亿,3.31,1.83%,3.04亿,17.62亿,9.26,5.50,CNY
SZ300139,晓程科技,8.21,7.90,8.76,26.47万手,7.89,7.96,7.16,2.13亿,0.68,12.03%,亏损,亏损,-3.13%,4.02%,亏损,2.12,-0.43,0.00,2.74亿,22.00亿,3.79,0.00%,2.20亿,17.66亿,13.50,6.22,CNY
SH603268,松发股份,14.39,14.39,15.79,7343手,14.06,14.35,12.92,1044.20万,0.64,0.59%,亏损,144.12,-24.32%,2.30%,62.20,2.80,0.10,0.00,1.24亿,17.67亿,5.08,0.00%,1.24亿,17.67亿,18.49,13.27,CNY
SH603038,华立股份,13.80,13.80,15.09,5133手,13.39,13.72,12.35,692.28万,1.08,0.39%,亏损,28.38,-5.47%,2.99%,18.92,1.68,0.47,0.23,1.32亿,17.74亿,8.04,1.71%,1.31亿,17.70亿,16.68,11.90,CNY
SH600647,同达创业,13.05,12.88,14.38,17546手,12.54,13.07,11.76,2235.28万,1.48,1.26%,亏损,亏损,13.71%,3.90%,94.40,6.18,-0.10,0.00,1.39亿,17.73亿,2.06,0.00%,1.39亿,17.73亿,22.98,11.13,CNY
SZ002725,跃岭股份,10.28,10.01,11.03,87963手,9.90,10.03,9.03,8881.49万,0.79,5.01%,306.44,205.25,-31.01%,3.79%,77.83,2.68,0.05,0.06,2.56亿,25.88亿,3.77,0.59%,1.75亿,17.74亿,13.77,8.48,CNY
SH603036,如通股份,8.90,8.90,9.79,9912手,8.65,8.90,8.01,867.40万,0.80,0.49%,37.78,25.59,23.41%,2.81%,27.75,1.68,0.34,0.12,2.06亿,17.99亿,5.20,1.38%,2.03亿,17.75亿,13.48,8.28,CNY
SZ000548,湖南投资,3.60,3.57,3.94,23007手,3.52,3.58,3.22,819.20万,1.20,0.46%,亏损,53.59,-54.76%,2.23%,32.10,1.05,0.07,0.00,4.99亿,17.77亿,3.39,0.00%,4.99亿,17.77亿,4.78,3.48,CNY
SZ002082,万邦德,9.45,9.40,10.35,24499手,9.13,9.41,8.47,2261.38万,1.16,1.27%,29.84,31.84,12.24%,3.40%,32.40,2.29,0.29,0.00,6.18亿,57.06亿,4.04,0.00%,1.93亿,17.82亿,13.48,8.05,CNY
SH600152,维科技术,6.02,5.95,6.57,25232手,5.90,5.97,5.37,1506.69万,0.48,0.84%,亏损,亏损,20.87%,2.01%,亏损,1.86,-0.14,0.00,4.21亿,25.00亿,3.20,0.00%,3.00亿,17.84亿,8.68,4.87,CNY
SZ002069,獐子岛,2.67,2.66,2.93,55195手,2.56,2.66,2.39,1444.80万,0.77,0.80%,123.98,亏损,42.70%,4.14%,亏损,259.00,-0.49,0.00,7.11亿,18.42亿,0.01,0.00%,6.89亿,17.84亿,3.96,2.08,CNY
SZ300286,安科瑞,10.60,10.52,11.63,8351手,10.40,10.57,9.51,876.56万,0.86,0.49%,29.64,19.98,0.79%,1.89%,19.86,3.09,0.52,0.20,2.15亿,22.49亿,3.39,1.91%,1.71亿,17.85亿,12.58,9.10,CNY
SZ300076,GQY视讯,4.88,4.68,5.17,71755手,4.65,4.70,4.23,3422.66万,1.87,1.88%,108.33,70.85,63.66%,4.89%,131.13,1.95,0.07,0.00,4.24亿,19.93亿,2.41,0.00%,3.81亿,17.92亿,6.95,4.33,CNY
SZ002686,亿利达,5.22,5.17,5.71,10296手,5.05,5.19,4.67,526.83万,1.06,0.29%,亏损,亏损,30.96%,3.28%,亏损,2.32,-1.01,0.00,4.36亿,22.13亿,2.19,0.00%,3.53亿,17.92亿,7.70,4.87,CNY
SZ002779,中坚科技,15.13,13.92,15.13,45663手,13.30,13.75,12.38,6725.97万,14.84,3.86%,亏损,1045.53,100.00%,13.31%,256.81,3.13,0.01,0.01,1.32亿,19.97亿,4.84,0.08%,1.18亿,17.92亿,19.78,12.55,CNY
SH603089,正裕工业,11.59,11.49,12.65,8091手,11.29,11.50,10.35,927.48万,1.25,0.52%,90.71,36.25,55.77%,2.61%,24.07,2.17,0.32,0.40,1.55亿,17.93亿,5.35,3.45%,1.55亿,17.93亿,15.80,10.72,CNY
SZ300262,巴安水务,3.95,3.95,4.35,30083手,3.89,3.95,3.56,1176.43万,1.47,0.66%,34.62,35.97,21.99%,1.52%,32.52,1.10,0.11,0.01,6.70亿,26.19亿,3.56,0.33%,4.59亿,17.93亿,7.76,3.87,CNY
SZ300234,开尔新材,5.81,5.81,6.39,85901手,5.61,5.81,5.23,4886.29万,1.25,2.71%,15.27,30.18,-46.85%,3.44%,50.12,3.20,0.19,0.04,5.11亿,29.00亿,1.77,0.63%,3.16亿,17.94亿,8.26,4.59,CNY
SZ300195,长荣股份,6.09,6.03,6.63,26920手,5.88,6.03,5.43,1610.24万,0.85,0.89%,60.63,亏损,63.83%,3.48%,亏损,0.91,-1.65,0.00,4.33亿,25.71亿,6.49,0.00%,3.03亿,17.95亿,9.76,5.66,CNY
SH600692,亚通股份,7.54,6.94,7.59,24.37万手,6.90,6.90,6.21,1.75亿,1.56,9.56%,亏损,155.69,-4.21%,9.28%,72.51,3.06,0.05,0.00,3.52亿,24.76亿,2.30,0.00%,2.55亿,17.95亿,8.73,5.21,CNY
SZ000721,西安饮食,4.23,4.14,4.63,12.31万手,4.06,4.21,3.79,5070.74万,0.82,2.82%,亏损,亏损,28.67%,4.04%,亏损,3.61,-0.16,0.00,4.99亿,20.56亿,1.14,0.00%,4.36亿,17.96亿,6.02,3.22,CNY
SZ300025,华星创业,4.53,4.39,4.83,10.46万手,4.36,4.39,3.95,4670.71万,1.03,2.62%,亏损,亏损,-35.61%,3.87%,亏损,4.33,-0.55,0.00,4.29亿,19.28亿,1.04,0.00%,3.99亿,17.96亿,8.40,4.03,CNY
SZ000567,海德股份,8.36,8.31,9.19,38278手,8.10,8.35,7.52,3145.91万,0.93,1.76%,39.70,48.05,23.04%,3.11%,47.94,1.24,0.17,0.00,6.41亿,52.89亿,6.65,0.00%,2.18亿,17.97亿,10.66,7.07,CNY
SZ000798,中水渔业,5.73,5.62,6.22,23604手,5.53,5.65,5.09,1326.25万,1.03,0.74%,亏损,55.93,14.73%,3.54%,80.16,2.40,0.10,0.00,3.19亿,18.02亿,2.35,0.00%,3.19亿,18.01亿,7.23,4.67,CNY
SH603991,至正股份,25.48,25.08,27.80,12819手,24.05,25.27,22.74,3133.39万,1.14,1.72%,亏损,亏损,-13.70%,5.66%,亏损,4.44,-0.99,0.00,7453.50万,18.04亿,5.45,0.00%,7453.50万,18.04亿,30.88,13.57,CNY
SZ002774,快意电梯,6.70,6.64,7.39,25500手,6.41,6.72,6.05,1674.46万,1.30,0.91%,亏损,118.46,-1.24%,4.32%,106.44,2.08,0.05,0.04,3.41亿,22.02亿,3.10,0.70%,2.80亿,18.05亿,9.41,5.98,CNY
SZ300723,一品红,40.89,40.46,44.84,6634手,39.82,40.76,36.68,2666.36万,0.69,1.47%,37.27,46.79,58.03%,2.63%,44.87,4.80,0.86,0.20,1.61亿,64.47亿,8.34,0.50%,4512.97万,18.06亿,47.90,29.98,CNY
SH600749,西藏旅游,8.10,8.10,8.91,10962手,7.96,8.10,7.29,878.35万,1.19,0.48%,亏损,184.82,-0.44%,1.73%,86.68,1.75,0.04,0.00,2.27亿,18.07亿,4.54,0.00%,2.27亿,18.07亿,12.38,7.31,CNY
SZ300522,世名科技,15.80,15.10,16.56,70698手,14.50,15.05,13.55,1.09亿,0.89,5.86%,65.88,39.06,-57.13%,8.64%,36.79,4.11,0.38,0.17,1.81亿,27.09亿,3.65,1.12%,1.21亿,18.07亿,16.16,9.44,CNY
SZ000609,中迪投资,6.72,6.72,7.27,42.36万手,6.13,6.61,5.95,2.72亿,0.70,14.51%,亏损,47.43,74.17%,8.93%,63.42,1.21,0.13,0.00,2.99亿,18.52亿,5.10,0.00%,2.92亿,18.07亿,8.38,3.95,CNY
SZ002136,安纳达,8.69,8.56,9.60,49251手,8.44,8.73,7.86,4210.46万,0.72,2.30%,19.11,37.54,2.91%,2.86%,56.10,2.54,0.23,0.05,2.15亿,18.17亿,3.33,0.59%,2.14亿,18.08亿,9.81,6.00,CNY
SZ300521,爱司凯,12.56,12.56,12.56,3335手,12.56,11.42,10.28,418.98万,0.28,0.23%,亏损,1270.74,100.00%,0.00%,313.57,3.55,0.01,0.01,1.44亿,18.09亿,3.54,0.04%,1.44亿,18.09亿,13.09,8.70,CNY
SZ300537,广信材料,15.73,15.53,17.19,45882手,14.92,15.63,14.07,7052.33万,0.70,3.89%,125.21,67.02,-29.76%,5.18%,41.02,2.21,0.23,0.08,1.93亿,29.61亿,6.93,0.52%,1.18亿,18.11亿,23.47,11.51,CNY
SH600238,ST椰岛,4.19,4.19,4.39,11593手,4.00,4.18,3.97,470.00万,1.17,0.26%,亏损,亏损,51.12%,4.55%,亏损,3.61,-0.61,0.00,4.48亿,18.29亿,1.13,0.00%,4.45亿,18.16亿,10.49,4.00,CNY
SH603557,起步股份,8.50,8.45,9.28,93866手,8.23,8.44,7.60,7799.90万,0.61,4.29%,31.56,30.97,24.18%,3.20%,27.62,2.31,0.27,0.40,4.74亿,39.36亿,3.60,4.82%,2.19亿,18.17亿,13.45,7.19,CNY
SZ002769,普路通,7.08,7.08,7.79,18933手,6.95,7.08,6.37,1327.27万,0.61,0.73%,35.31,50.98,18.91%,1.84%,41.52,1.87,0.14,0.02,3.73亿,26.13亿,3.75,0.26%,2.60亿,18.18亿,10.74,6.61,CNY
SZ002863,今飞凯达,4.84,4.79,5.24,38715手,4.71,4.76,4.28,1845.72万,0.71,1.03%,35.06,29.64,-35.18%,2.73%,31.82,1.79,0.16,0.02,3.77亿,18.19亿,2.70,0.33%,3.77亿,18.19亿,7.96,4.39,CNY
SH600744,华银电力,2.25,2.23,2.45,45823手,2.19,2.23,2.01,1011.65万,0.49,0.55%,亏损,亏损,27.25%,2.69%,153.80,1.29,-0.02,0.00,17.81亿,39.18亿,1.71,0.00%,8.28亿,18.21亿,3.82,1.93,CNY
SZ300100,双林股份,4.96,4.89,5.47,46288手,4.77,4.97,4.47,2241.87万,1.15,1.21%,35.52,亏损,-0.78%,3.82%,亏损,1.25,-2.08,0.00,4.57亿,21.82亿,3.82,0.00%,3.81亿,18.22亿,8.23,4.66,CNY
SH600149,ST坊展,4.81,4.75,5.01,23772手,4.68,4.77,4.53,1129.54万,1.16,0.63%,494.43,641.91,-13.50%,2.73%,722.84,8.73,0.01,0.00,3.80亿,18.25亿,0.55,0.00%,3.80亿,18.25亿,6.36,4.58,CNY
SH600146,商赢环球,4.18,4.14,4.51,39.24万手,3.86,4.10,3.69,1.57亿,0.93,8.35%,亏损,亏损,-50.45%,7.80%,亏损,2.22,-0.58,0.00,4.70亿,18.28亿,1.75,0.00%,4.70亿,18.28亿,23.40,3.86,CNY
SZ300056,中创环保,5.80,5.80,6.31,25403手,5.53,5.74,5.17,1433.32万,0.33,0.78%,288.54,758.75,-14.88%,4.70%,亏损,2.26,0.01,0.00,3.85亿,21.55亿,2.47,0.00%,3.27亿,18.29亿,7.49,5.08,CNY
SZ000862,银星能源,3.72,3.71,4.07,67659手,3.63,3.70,3.33,2473.64万,0.65,1.35%,121.15,90.70,28.66%,2.43%,89.09,0.98,0.04,0.00,7.06亿,25.77亿,3.72,0.00%,5.01亿,18.30亿,9.20,3.43,CNY
SZ300107,建新股份,5.54,5.48,6.08,29009手,5.44,5.53,4.98,1589.30万,0.44,0.87%,27.19,12.31,-21.60%,1.81%,9.25,1.69,0.45,0.60,5.50亿,30.12亿,3.24,10.95%,3.35亿,18.34亿,9.23,4.94,CNY
SH600234,ST山水,9.19,9.06,9.60,1174手,9.00,9.14,8.68,106.20万,0.97,0.06%,177.62,101.39,-15.14%,2.08%,108.59,23.84,0.09,0.00,2.02亿,18.34亿,0.38,0.00%,2.02亿,18.34亿,10.47,6.25,CNY
SZ300403,汉宇集团,5.14,5.08,5.65,15.53万手,4.81,5.14,4.63,7661.84万,1.51,4.08%,23.91,18.27,48.65%,6.42%,17.82,2.20,0.26,0.24,6.03亿,29.06亿,2.19,4.98%,3.81亿,18.35亿,7.83,4.15,CNY
SZ300249,依米康,6.10,6.03,6.70,71268手,5.92,6.09,5.48,4276.54万,0.78,2.33%,亏损,亏损,-1.14%,2.96%,802.01,3.54,-0.09,0.00,4.37亿,26.29亿,1.70,0.00%,3.05亿,18.36亿,10.30,5.12,CNY
SZ002377,国创高新,3.91,3.91,4.32,68835手,3.75,3.93,3.54,2633.69万,1.35,1.42%,亏损,15.05,30.50%,4.07%,11.28,0.65,0.25,0.15,9.16亿,34.64亿,5.86,3.97%,4.86亿,18.36亿,5.32,3.38,CNY
SZ300617,安靠智电,27.89,27.72,30.46,12535手,27.31,27.69,24.92,3458.44万,0.80,1.87%,33.28,51.26,41.11%,2.09%,55.83,4.42,0.54,0.39,1.29亿,35.52亿,6.21,1.41%,6689.29万,18.37亿,30.99,15.42,CNY
SZ000610,西安旅游,8.01,7.92,8.84,54871手,7.80,8.04,7.24,4327.23万,0.85,2.33%,亏损,亏损,49.93%,2.61%,亏损,2.19,-0.16,0.00,2.37亿,18.49亿,3.56,0.00%,2.35亿,18.37亿,12.20,6.44,CNY
SH600463,空港股份,6.33,6.22,7.01,42715手,6.07,6.37,5.73,2638.62万,1.59,1.42%,亏损,亏损,48.93%,4.08%,亏损,1.47,-0.07,0.00,3.00亿,18.39亿,4.17,0.00%,3.00亿,18.39亿,12.16,5.55,CNY
SZ002817,黄山胶囊,21.61,21.21,23.38,9418手,20.94,21.25,19.13,2005.55万,1.03,1.09%,51.04,46.76,55.45%,3.15%,47.04,2.51,0.45,0.10,8667.00万,18.41亿,8.46,0.45%,8667.00万,18.41亿,27.80,17.39,CNY
SH603330,上海天洋,17.90,17.61,19.58,38857手,16.87,17.80,16.02,6699.19万,0.71,3.56%,63.81,92.66,53.46%,5.79%,108.44,2.99,0.18,0.07,1.09亿,18.42亿,5.65,0.43%,1.09亿,18.42亿,20.54,12.30,CNY
SZ300338,开元股份,7.18,7.06,7.72,30190手,7.00,7.02,6.32,2144.67万,0.78,1.17%,亏损,亏损,-53.26%,2.56%,亏损,1.87,-2.27,0.00,3.43亿,24.44亿,3.81,0.00%,2.59亿,18.44亿,13.60,6.66,CNY
SH603297,永新光学,36.79,35.99,39.46,15683手,35.48,35.87,32.28,5689.21万,0.97,3.07%,32.43,27.75,-67.57%,3.65%,28.75,3.37,1.30,0.44,1.11亿,39.97亿,10.73,1.22%,5108.12万,18.47亿,44.70,29.30,CNY
SZ000632,三木集团,4.07,4.04,4.44,28429手,3.93,4.04,3.64,1132.42万,1.41,0.61%,30.04,41.65,-4.83%,3.47%,44.93,1.36,0.10,0.00,4.66亿,18.48亿,2.92,0.00%,4.65亿,18.48亿,6.86,3.71,CNY
SH603507,振江股份,23.55,23.55,25.49,2169手,22.83,23.17,20.85,501.19万,0.56,0.27%,200.93,81.96,17.19%,3.11%,78.73,2.13,0.28,0.09,1.28亿,29.47亿,10.82,0.39%,8037.71万,18.49亿,26.69,15.35,CNY
SZ300157,恒泰艾普,2.66,2.58,2.85,11.26万手,2.56,2.59,2.33,2953.51万,1.03,1.59%,亏损,亏损,-19.28%,3.86%,亏损,0.73,-1.49,0.00,7.12亿,18.66亿,3.61,0.00%,7.07亿,18.52亿,5.70,2.54,CNY
SZ300609,汇纳科技,34.16,33.63,37.51,4339手,33.26,34.10,30.69,1458.09万,0.58,0.78%,亏损,65.34,77.95%,2.64%,49.31,5.67,0.51,0.00,1.01亿,33.76亿,5.87,0.00%,5566.10万,18.54亿,48.00,29.00,CNY
SH600753,东方银星,14.66,14.14,15.55,58321手,14.05,14.14,12.73,8357.55万,1.47,4.56%,147.06,89.45,-81.97%,4.31%,95.66,9.06,0.16,0.00,1.28亿,18.55亿,1.60,0.00%,1.28亿,18.55亿,22.51,12.02,CNY
SH600209,ST罗顿,4.48,4.39,4.67,90974手,4.23,4.45,4.23,3918.31万,1.29,2.07%,亏损,亏损,-100.00%,5.62%,亏损,3.65,-0.10,0.00,4.39亿,18.57亿,1.16,0.00%,4.39亿,18.57亿,4.48,2.39,CNY
SZ002554,惠博普,2.46,2.45,2.71,50624手,2.42,2.46,2.21,1232.60万,1.06,0.66%,亏损,亏损,-1.68%,1.63%,30.40,1.51,-0.05,0.01,10.71亿,25.91亿,1.60,0.33%,7.68亿,18.59亿,4.20,2.42,CNY
SH603009,北特科技,5.83,5.83,6.39,54655手,5.61,5.81,5.23,3116.88万,0.93,1.67%,100.42,亏损,26.01%,3.79%,亏损,1.28,-0.39,0.00,3.59亿,20.36亿,4.42,0.00%,3.28亿,18.60亿,9.95,5.17,CNY
SZ002866,传艺科技,14.18,13.65,15.25,71630手,13.65,13.86,12.47,9980.27万,1.19,5.35%,32.96,46.26,64.16%,3.82%,46.66,3.19,0.30,0.09,2.49亿,34.67亿,4.35,0.65%,1.34亿,18.60亿,20.93,10.50,CNY
